id,Expected
0,2.296266057856622
1,8.333794416838593
2,3.7782703906381516
3,4.119058725581039
4,6.956611361391158
5,7.92993441415814
6,5.332496541645346
7,6.74340831357644
8,2.8019597447155644
9,8.648359569511166
10,5.588453207640801
11,10.52958018736696
12,8.238510619006991
13,6.826946731209523
14,3.8617678097864534
15,4.177486675712416
16,4.428101928611663
17,1.8579842243413536
18,5.259458613614185
19,8.2546371832964
20,4.435511704342937
21,8.09046594421628
22,4.000094468528934
23,4.112980418554786
24,2.785833180426157
25,5.688118189563291
26,2.917751290927462
27,4.344830625632744
28,5.874268183789687
29,5.243332049324778
30,5.55554796319561
31,3.35603312444273
32,6.15122961441359
33,6.989783720490512
34,6.425381207333519
35,8.896114805848011
36,5.040232018770504
37,8.442344762397202
38,4.119058725581039
39,4.860572569754842
40,7.037244182838196
41,6.728200979807571
42,9.494702053252036
43,7.480767089828739
44,8.303016876164623
45,3.6198693454453403
46,8.517958045399485
47,7.99080096229379
48,5.932922250090448
49,8.763277464826167
50,5.275585177903593
51,9.176629367385473
52,6.937579200915706
53,4.84739260013626
54,9.825945546459458
55,3.6198693454453403
56,5.704244753852698
57,6.250976593305641
58,6.399858501647331
59,4.077224337920841
60,7.872144818380628
61,4.74322343866854
62,6.627616767364543
63,6.21929358362364
64,6.409213644559331
65,3.832420277393683
66,4.232637789958047
67,6.856294263602293
68,3.404412817310953
69,6.995540152865312
70,4.451638268632344
71,4.868733000928671
72,6.921678752795682
73,3.9262330684593034
74,8.402681858087112
75,6.2948521066286345
76,5.156620920851487
77,5.7300345741930485
78,3.487951234944035
79,8.64748591861427
80,7.037465717868717
81,0.8046667044812006
82,5.275585177903593
83,3.8778943740758614
84,4.689032553428229
85,5.323779753087212
86,5.884542557222225
87,7.233016434630756
88,4.064600725686564
89,2.785833180426157
90,6.695680736574593
91,6.393087080269924
92,7.232192962592288
93,3.8872085185030802
94,7.735763526818874
95,9.97251921448419
96,4.232678788442827
97,6.675996460232765
98,6.31540085349371
99,6.193798114909724
100,4.444228492901071
101,5.919646521989796
102,5.4286038115154165
103,5.1237704364035865
104,6.7088561250543135
105,5.455059509234651
